page_id,fixture,title_match,legacy_records_count,canonical_extractions_count
18c4750c-f3ba-80f5-b021-e5dd0956403c,fixtures\reading_list\18c4750c-f3ba-80f5-b021-e5dd0956403c.json,False,0,1
18d4750c-f3ba-801a-a147-d1a999f16e51,fixtures\reading_list\18d4750c-f3ba-801a-a147-d1a999f16e51.json,False,0,1
18d4750c-f3ba-801c-be4d-fd2908f8146f,fixtures\reading_list\18d4750c-f3ba-801c-be4d-fd2908f8146f.json,False,0,1
18d4750c-f3ba-805f-8ff5-e185965559b9,fixtures\reading_list\18d4750c-f3ba-805f-8ff5-e185965559b9.json,False,0,1
18d4750c-f3ba-8072-975f-f4eeefa65aaa,fixtures\reading_list\18d4750c-f3ba-8072-975f-f4eeefa65aaa.json,False,0,1
18d4750c-f3ba-8077-86e5-d9bd1c53dd84,fixtures\reading_list\18d4750c-f3ba-8077-86e5-d9bd1c53dd84.json,False,0,1
18d4750c-f3ba-808a-9b54-cf18a2b15622,fixtures\reading_list\18d4750c-f3ba-808a-9b54-cf18a2b15622.json,False,0,1
18d4750c-f3ba-808a-a0dc-d13b4b6556c4,fixtures\reading_list\18d4750c-f3ba-808a-a0dc-d13b4b6556c4.json,False,0,1
18d4750c-f3ba-808d-9f44-ec6af91e3967,fixtures\reading_list\18d4750c-f3ba-808d-9f44-ec6af91e3967.json,False,0,1
18d4750c-f3ba-809d-8d59-d39a13bc5a11,fixtures\reading_list\18d4750c-f3ba-809d-8d59-d39a13bc5a11.json,False,0,1
18d4750c-f3ba-80a0-830c-f221c0724943,fixtures\reading_list\18d4750c-f3ba-80a0-830c-f221c0724943.json,False,0,1
18d4750c-f3ba-80a8-87e4-d04709f28f0b,fixtures\reading_list\18d4750c-f3ba-80a8-87e4-d04709f28f0b.json,False,0,1
18d4750c-f3ba-80a8-a576-ea4199a7f8e6,fixtures\reading_list\18d4750c-f3ba-80a8-a576-ea4199a7f8e6.json,False,0,1
